Smiles,Property
CCc1nnc2sc(-c3ccc(NC(=O)c4ccc5c(c4)OCCO5)cc3)nn12,1
COc1ccc(-c2cc(C)nc3c(-c4ccccc4)cnn23)cc1,1
O=C(Nc1ccc(SC(F)F)cc1)c1ccc2nccnc2c1,1
Cc1ccc(-c2cc(C(=O)NCCCN3CCOCC3)no2)cc1,1
COc1ccc(CC(=O)Nc2cccc(-c3nnc(-c4cccc(C)c4)o3)c2)cc1OC,1
COc1cc(C)c(Cl)cc1S(=O)(=O)NCc1ccncc1,1
COc1ccc(NC(=S)Nc2ncccc2C)c(OC)c1,1
CCC(=O)N1CCN(c2ccc(NC(=O)c3cc4ccccc4o3)cc2Cl)CC1,1
COc1cc(C)c(Br)cc1S(=O)(=O)NCc1ccncc1,1
O=C(Nc1nsc(-c2ccccc2)n1)c1cccs1,1
COC(=O)c1ccc(NC(=O)Nc2ccccc2F)cc1,1
CCOc1ccc(-c2nc(-c3ccccc3C)no2)cc1,1
Cc1ccc(NC(=O)C(=O)Nc2ccccn2)cc1,1
O=C1/C(=C/Nc2ccc3c(c2)OCO3)CCc2ccccc21,1
COc1ccc(C(=O)/C=C/Nc2ccccn2)cc1,1
O=C(/C=C/Nc1ccc(F)cc1Br)c1ccccc1,1
O=C(/C=C/Nc1cccc(O)c1)c1ccccc1,1
O=C(Nc1ccccc1)c1ccc(CN2CCc3ccccc3C2)cc1,1
O=C(/C=C/Nc1ccccc1Br)c1ccccn1,1
Cc1ccc(-n2c(C)cc(/C=c3/sc4nc5ccccc5n4c3=O)c2C)cc1,1
CCCCC1CCC(c2nc(-c3ccccn3)no2)CC1,1
Cc1ccc(OCc2nc(-c3ccccn3)no2)c(Br)c1,1
O=C(Nc1ccc(S(=O)(=O)N2CCCCC2)cc1)c1ccc(CN2CCc3ccccc3C2)cc1,1
COC(=O)c1ccccc1OCCCOc1ccc(C)cc1OC,1
Cc1ccc(N/C=C/C(=O)c2ccccc2)cc1C,1
COc1ccc(C(=O)/C=C/Nc2cccc(O)c2)cc1,1
Cc1cc(/C=C2/SC(=S)N(c3cccc(Cl)c3)C2=O)c(C)n1-c1cccnc1,1
CCOC(=O)/C(C#N)=C\c1cc(C)n(-c2ccccc2)c1C,1
O=C(NCCCN1CCOCC1)c1ccc(Br)cc1,1
O=C(NCCc1ccccc1)c1ccc([N+](=O)[O-])cc1,1
O=C(Nc1ccc(SC(F)(F)F)cc1)c1ccccn1,1
CCC(C)(C)c1ccc(Oc2ccc(N)cc2)cc1,1
O=C(Nc1nc2ccccc2s1)C1=COCCO1,1
Cc1ccc(NC(=O)COc2ccccc2[N+](=O)[O-])nc1,1
CC1C/C(=C/c2ccccn2)C(=O)/C(=C/c2ccccn2)C1,1
Cc1ccc2c(c1)s/c(=N\C(=O)c1cccs1)n2C,1
CN(C)S(=O)(=O)c1ccc(C(=O)Nc2nc(-c3cc4ccccc4o3)cs2)cc1,1
O=C(Nc1nc(-c2cc3ccccc3o2)cs1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1
COc1ccc(C(=O)/N=c2/nc3ccccn3s2)cc1,1
CCN(CC)S(=O)(=O)c1cc(C(=O)Nc2ccncc2)ccc1Cl,1
COC(=O)c1ccc(-c2nc3ccccc3[nH]2)cc1,1
O=C(Nc1nc(-c2ccc3c(c2)OCCO3)cs1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,1
CCN(CC)c1ccc(Nc2nc(N3CCOCC3)c3ccccc3n2)cc1,1
CCn1c(C)nc2cc(-c3nc4n(n3)Cc3ccccc3-4)ccc21,1
Cc1csc(NC(=O)c2cc3c(s2)CCC3)n1,1
S=C(NCCc1ccccc1)Nc1cccc2cnccc12,1
CN1CCN(C(=O)COc2ccc(-c3nc4ccccc4s3)cc2)CC1,1
CCCOc1ccc2cc(-c3ccccn3)c(=O)oc2c1,1
CCN(CC)S(=O)(=O)c1ccc(C(=O)OCC(=O)Nc2ccc(-c3nc4ccc(C)cc4s3)cc2)cc1,1
Cc1ccc2nc(-c3ccc(NC(=O)COC(=O)c4ccc([N+](=O)[O-])o4)cc3)sc2c1,1
Cc1ccc2nc(-c3ccc(NC(=O)COC(=O)c4ccco4)cc3)sc2c1,1
O=C(CSc1cnc2ccccc2n1)c1ccc(F)cc1,1
Cc1ccc2nc(-c3ccc(NC(=O)COC(=O)c4ccc(=O)[nH]c4)cc3)sc2c1,1
O=C(CSc1ccc2ccccc2c1)Nc1ccncc1,1
O=C(Nc1cnc2ccccn2c1=O)c1ccc(Cl)cc1Cl,1
COc1ccc(-c2csc(NC(=O)c3ccccc3NS(=O)(=O)c3ccc(F)c(F)c3)n2)cc1,1
COc1ccc(NC(=O)c2c(Nc3ccccc3)sc(C(=O)c3ccc(F)cc3)c2N)cc1,1
Cc1nc(Nc2ccc(C(=O)O)cc2)sc1-c1ccccc1,1
COc1cc(OC)cc(C(=O)Nc2nnc(NC(=S)Nc3ccccc3)s2)c1,1
COc1ccc(/C=C/C(=O)Nc2ccccc2C(=O)O)cc1,1
COCCn1c(C)cc(C(=O)COC(=O)c2ccccc2Br)c1C,1
CCOc1ncccc1C(=O)OCC(=O)Nc1ccc(-c2nc3ccc(C)cc3s2)cc1,1
O=C(Nc1ccc(N2CCCCC2)cc1)c1ccccn1,1
Cc1cc(C(=O)COC(=O)c2ccccc2O)c(C)n1Cc1cccs1,1
O=C(CCl)/N=c1\sccn1Cc1ccc(Cl)cc1Cl,1
Cc1cc(C(=O)CSc2nnc(N)s2)c(C)n1Cc1ccco1,1
Fc1ccc(NC(=S)NNc2ncc(C(F)(F)F)cc2Cl)c(F)c1,1
Cc1ccc(COC(=O)c2nn(C)c(=O)c3ccccc23)cc1,1
CC(=O)c1c(C)[nH]c(C(=O)OCCOc2ccccc2)c1C,1
Cc1ccc(-n2nnnc2SCn2nnc3ccccc3c2=O)c(C)c1,1
COC(=O)c1ccccc1NC(=O)CNc1cc(OC)c(OC)cc1C,1
CCCc1ccc(-c2csc(NC(=O)Cc3cccs3)n2)cc1,1
Cc1ccc2nc(NC(=O)c3ccccn3)sc2c1,1
NC(=O)c1ccsc1NC(=O)c1ccc(N2CCCC2=O)cc1,1
Cc1cnc(NC(=O)c2cc3c(s2)CCCC3)s1,1
CCCNC(=O)c1ccc(-c2nc3ccccc3s2)s1,1
Cc1csc(NC(=O)c2cn3ccccc3n2)n1,1
O=C(c1ccc(-c2nc3ccccc3s2)s1)N1CCOCC1,1
C=CCn1c(C)cc(C(=O)COC(=O)CNC(=O)c2ccccc2)c1C,1
CCOC(=O)c1sc(NC(=O)Nc2ccccc2F)nc1C,1
O=C(Nc1nc2c(F)cc(F)cc2s1)c1ccccn1,1
CCN(CC)C(=O)c1ccc(NC(=O)Nc2ccccc2F)cc1,1
Cc1c(Cl)cnc(NC(=O)COC(=O)c2ccc3ncsc3c2)c1Cl,1
COc1cc(NC(=O)c2cccs2)c(C(=O)OCC(=O)c2cc(C)n(-c3ccccc3)c2C)cc1OC,1
c1ccc2oc(-c3csc(N4CCOCC4)n3)cc2c1,1
O=C(NNc1ccnc2cc(Cl)ccc12)C1CCCCC1,1
COCCn1c(C)cc(C(=O)COC(=O)c2ccc[nH]c2=O)c1C,1
c1ccc2[nH]c(-c3nc4ccccc4[nH]3)nc2c1,1
CSc1ccc(/C=C/C(=O)Nc2ccccc2)cc1,1
Cc1cnc(NC(=O)c2sc3ccccc3c2Cl)s1,1
CC(=O)Nc1ccccc1OCC(=O)c1cc(C)n(Cc2cccs2)c1C,1
COc1cc(CC(=O)OCC(=O)Nc2sccc2C(N)=O)cc(OC)c1OC,1
c1csc(CNc2ncnc3sccc23)c1,1
O=C(Nc1cc2ccccc2oc1=O)c1ccccc1,1
Cc1noc(C)c1CSCC(=O)N1CCN(c2ccc(F)cc2)CC1,1
Cc1nnc(SCc2cnc(-c3ccc(C(C)C)cc3)s2)n1C,1
Cc1cc(C(=O)COC(=O)c2ccc[nH]c2=O)c(C)n1-c1ccccc1,1
Cc1cccc(N2CCN(C(=O)CSCc3c(C)noc3C)CC2)c1C,1
Clc1ccc(OCCN2CCN(c3ncnc4sccc34)CC2)cc1,1
COc1cc(SC)ccc1C(=O)Nc1nc(C)cs1,1
COc1ccc(C)cc1-n1nnnc1SCn1nnc2ccccc2c1=O,1
Cc1ccc2nc(-c3ccc(NC(=O)CN(C)S(=O)(=O)c4ccccc4)cc3)sc2c1,1
O=c1cc(CSc2nnc(-c3cccs3)n2Cc2ccccc2)nc2sc3ccccc3n12,1
COc1cc(SC)ccc1C(=O)Nc1ncc(C)s1,1
CC(=O)c1c(C)[nH]c(C(=O)OCc2ccc(F)cc2Cl)c1C,1
O=C(Nc1ccc2c(c1)OCCO2)c1ccccn1,1
Cc1cc(C(=O)CSc2nnc(-c3cccc(F)c3)n2N)c(C)n1Cc1ccc2c(c1)OCO2,1
CCOC(=O)Cc1csc(SCC(=O)c2c(N)n(CC(C)C)c(=O)n(C)c2=O)n1,1
Cc1sc2ncnc(NCC(C)(C)N3CCOCC3)c2c1C,1
O=C(Nc1nccs1)c1cc2c(s1)CCCCC2,1
Cc1csc(NC(=O)c2ccc(N3CCCC3=O)cc2)n1,1
O=C(Nc1nc2ccccc2[nH]1)c1ccc(F)cc1,1
Cc1cc(-n2c(C)cc(C(=O)CSc3ncnc4ccccc34)c2C)no1,1
O=C(COc1ccc(Br)cc1Br)NC1CCCC1,1
O=C(Nc1nc(-c2ccc(Cl)s2)cs1)c1ccncc1,1
Cc1cnc(NC(=O)c2cc3ccccc3o2)s1,1
Cc1cnc(NC(=O)COc2ccccc2Cl)s1,1
Cc1ccc(C(=O)Nc2ccc3c(c2)CCC3)cc1,1
Cc1csc(NC(=O)c2cc3c(s2)CCCC3)n1,1
Cc1ccc(S(=O)(=O)Nc2ccc3ncccc3c2)cc1,1
c1ccc(-c2ncc(-c3ccn[nH]3)s2)cc1,1
Cc1ccn2cc(-c3cccc([N+](=O)[O-])c3)nc2c1,1
O=C1c2ccccc2-c2nnc(-c3ccc(O)cc3)cc21,1
O=C(O)COc1ccc(-c2nccc(-c3ccccn3)n2)cc1,1
O=C(Nc1ncc2c(n1)-c1ccccc1CC2)C1CC1,1
O=C(Nc1ccc2c(c1)OCCO2)c1ccccc1F,1
COc1ccc(NC(NC(=O)c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,1
CC(C)c1ccc(NC(=O)C2CCCCC2C(=O)O)cc1,1
CCCCc1ccc(NC(=O)c2cnccn2)cc1,1
Oc1c(/C=N/c2ccccc2)sc2ccccc12,1
CCCOc1ccc(-c2cn3ccccc3n2)cc1,1
O=C1C2C3c4ccccc4C(c4ccccc43)C2c2nc3ccccc3n21,1
Cc1nc2ccccc2n1CC(O)COCC1CC=CCC1,1
CC(C)C(=O)Nc1ccc2nn(-c3ccccc3)nc2c1,1
CC1(C)CC2CC(C)(CN2S(=O)(=O)c2ccc(C(=O)Nc3ccc(Cl)c(S(=O)(=O)N4CCOCC4)c3)cc2)C1,1
COc1ccc(CCNc2cc(N3CCN(C(=O)c4ccccc4F)CC3)ccc2[N+](=O)[O-])cc1OC,1
COc1ccc(N(C(C)C(=O)N2CCC(Cc3ccccc3)CC2)S(C)(=O)=O)cc1,1
O=C(Nc1ccc(Br)cc1)c1ccc(N2C(=O)C3CC=C(Cl)CC3C2=O)cc1,1
CC1CCC2C(=O)N(c3ccc(Cc4ccncc4)cc3)C(=O)C2C1,1
Cc1ccc(C(=O)Oc2ccccc2N2C(=O)C3CCCCC3C2=O)cc1,1
CN(c1ccc(C(=O)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1)S(=O)(=O)c1ccccc1,1
CCOC(=O)C1CCN(C(=O)C(C)N(c2ccc(Oc3ccccc3)cc2)S(C)(=O)=O)CC1,1
O=C(CC(Nc1ccccc1Cl)C(=O)O)c1ccccc1,1
CC(CCc1ccccc1)NC(=O)c1ccc(C(=O)NC(C)CCc2ccccc2)cc1,1
O=C(CC(Nc1ccc(F)cc1)C(=O)O)c1ccccc1,1
O=S(=O)(NCC1CCCO1)c1ccc(-c2ccc(S(=O)(=O)NCC3CCCO3)cc2)cc1,1
O=C(Nc1ccc(-c2nc3ccccc3[nH]2)cc1)C1CCCO1,1
CCCC(=O)N1CCN(c2ccc(NC(=O)c3cc4ccccc4o3)cc2Cl)CC1,1
Cc1ccc2c(c1)C(N1CCCC1=O)CC(c1ccco1)N2,1
Cc1cc(C)nc(N/C(N)=N/CCc2c[nH]c3ccccc23)n1,1
O=C(NC1=NC2CCCCC2N1)c1ccccc1,1
CC1CCc2nc(NC(=O)c3ccco3)sc2C1,1
CCOC(=O)N1CCN(C(=O)C2CCC(Cn3c(=S)[nH]c4ccccc4c3=O)CC2)CC1,1
COc1ccc(C(=O)Nn2c(SCC(=O)NCC3CCCO3)nc3ccccc3c2=O)cc1,1
CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1ccc2oc(-c3ccncc3)nc2c1,1
Cc1cc(Cl)c(S(=O)(=O)N2CCN(c3ccc(F)cc3)CC2)cc1OCC(=O)NC1CCCCC1,1
Cc1ccc(S(=O)(=O)CC2CSc3nc4ccccc4n32)cc1,1
COc1ccc(CCN2C(=O)C3C4C=CC(C3C2=O)C2C(=O)N(CCc3ccc(OC)c(OC)c3)C(=O)C42)cc1OC,1
O=C(Nc1ccc2c(c1)C(=O)N(CC1CCCO1)C2=O)c1ccc(Cl)c(Cl)c1,1
O=C1NC(Nc2nc3ccccc3s2)(C(F)(F)F)C(=O)N1C1CCCCC1,1
O=C(CSc1nnnn1C1CC2CCC1C2)Nc1ccnc2ccccc12,1
Cn1c(=O)n(C)c2cc(NS(=O)(=O)c3ccc4c(c3)CCCC4)ccc21,1
COc1ccc(NC(=O)C(C)N2c3cccc4cccc(c34)S2(=O)=O)cc1OC,1
Cn1c(=O)n(C)c2cc([N+](=O)[O-])c(N3CCN(C(=O)c4ccccc4Cl)CC3)cc21,1
Cc1ccc(NC(=O)Cc2nn(C)c(=O)c3ccccc23)cc1F,1
Cc1ccc2nc(-c3ccc(NC(=O)C4CCCO4)cc3)[nH]c2c1,1
Cc1cc(C)nc(SCC(=O)Nc2ccc(N3CCOCC3)c(Cl)c2)n1,1
O=C(Nc1nc(-c2ccccc2)cs1)c1ccc(N2CCOCC2)c([N+](=O)[O-])c1,1
COc1cccc(-c2noc(-c3ccc4c(c3)OCO4)n2)c1,1
O=C(c1ccc(Cl)cc1)N1CCCCC(Sc2nnc(-c3ccc4c(c3)OCO4)o2)C1=O,1
COC(=O)C1=C(CN2CCCc3ccccc32)NC(=O)NC1c1ccc(F)cc1,1
Cc1cc(C(=O)CN2C(=O)c3ccccc3S2(=O)=O)c(C)n1CC1CCCO1,1
O=C(NC1=NCCS1)C1COc2ccccc2O1,1
Cc1ccsc1C(=O)OCC(=O)c1cc(C)n(CC2CCCO2)c1C,1
CC/N=c1\scc(-c2ccc3c(c2)NC(=O)CO3)n1N=C1CCCC1,1
Cc1nn(-c2ccccc2)c(C)c1C(=O)OCC(=O)c1c(N)n(CC(C)C)c(=O)n(C)c1=O,1
Cc1cc(C)n(-c2ccc(C(=O)Nc3ccc(S(=O)(=O)NCc4ccco4)cc3)cc2)n1,1
O=C(Nc1ccc(-c2cn3ccsc3n2)cc1)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,1
Cc1ccc(NC2=Nc3ccccc3CS2)cc1,1
O=S(=O)(c1cccs1)N1CCN(CC(O)COc2cc(Cl)ccc2Cl)CC1,1
Cc1nn2cc(-c3ccccc3)nc2s1,1
Oc1ccc(-c2nnc(-c3ccc(O)cc3)nn2)cc1,1
CC(=O)c1ccc(/N=N/c2ccc(N(C)C)cc2)cc1,1
Cc1ccccc1NC(=O)c1cnc2ccccn2c1=O,1
O=C1c2ccc(Br)cc2C(=O)N1c1ccc(Cc2ccncc2)cc1,1
CC(C)(C)C(=O)Nc1ccc(/N=N/c2ccccc2)cc1,1
O=C(CCCc1ccccc1)c1ccc2c(c1)OCCO2,1
COC(=O)c1ccc(NC(=O)CCN2CCN(CCC(=O)Nc3ccc(C(=O)OC)cc3)CC2)cc1,1
O=NN(CCc1ccncc1)c1ccc(OCc2ccccc2)cc1,1
Cc1ccc2nc(NC(=O)CSCC(=O)OCC(=O)c3ccc(Br)cc3)sc2c1,1
O=C1C(c2ccnc3ccccc23)=C(O)c2ccccc21,1
O=C(Nc1ccccc1)C(=O)Nc1ccccn1,1
O=C(Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1)c1ccc(CN2CCOCC2)cc1,1
CCc1ccc(C2=NN(C(=O)OC)C(O)(C(F)(F)F)C2)cc1,1
CCCOC(=O)c1ccc(OCC(O)Cn2c(C)nc3ccccc32)cc1,1
CC(C)(C)c1ccc(-c2noc(CCC(=O)N3CCOCC3)n2)cc1,1
O=C(Nc1ccc(NC(=O)c2cc3ccccc3o2)cc1)c1ccc2c(c1)OCCO2,1
CCCc1nc2c(=O)n(C)c(=O)nc-2n(C)n1,1
Cn1c(SCC(=O)N2CCCc3ccccc32)nc2ccccc2c1=O,1
CCCOc1ccc(-c2nnc(-c3cccs3)o2)cc1,1
Cc1nc2ccccn2c1C(=O)NC1CCCc2ccccc21,1
CCOC(=O)C1CCCN(S(=O)(=O)c2ccc(S(=O)(=O)N(CC)CC)cc2)C1,1
CCC(C)NC(=S)Nc1ccc(C(=O)OC)cc1,1
CCOC(=O)c1ccc(NC(=O)CSc2nc3cccnc3n2C)cc1,1
C#CC(=O)N(c1ccc(OC)cc1OC)C(C(=O)NC1CCCC1)c1cccs1,1
COc1ccc(-c2nsc3c(N4CCCCC4C)ncnc23)cc1,1
CC1CCCN(C(=O)c2ccc(S(=O)(=O)N3CCC(c4nc5ccccc5s4)CC3)cc2)C1,1
O=C(c1ccccc1)N1CCC(c2nc(-c3ccc(S(=O)(=O)NCC4CCCO4)cc3)no2)CC1,1
CC1Cc2cc(-c3csc(NC(=O)Cc4ccccc4)n3)ccc2N1S(C)(=O)=O,1
CCCCNS(=O)(=O)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,1
CCc1c(C)nc2ncnn2c1NCCc1ccc(Cl)cc1,1
CC(C)(C)C(=O)N1CCc2cc(-c3csc(N)n3)ccc21,1
Cc1sc(NC(=O)CN2CCOCC2)nc1-c1ccc2c(c1)CCN2S(=O)(=O)c1ccccc1,1
O=C(NC1CCN(Cc2ccccc2)CC1)c1ccc2c(c1)[nH]c(=O)n2Cc1ccc(F)cc1,1
COc1cccc(-n2c(C)nc3c(cnn3-c3ccc(Cl)cc3)c2=O)c1,1
O=C1CC(c2ccc3c(c2)OCO3)Sc2nc3ccccc3n21,1
Cc1ccc(F)cc1NC(=O)Cc1nn(C)c(=O)c2ccccc12,1
COc1ccc2sc(NC(=O)c3ccco3)nc2c1,1
Cc1ccc2cc3cc(C(=O)N4CCCCCC4)oc3nc2c1,1
COc1ccc(CNC(=O)Cc2nn(C)c(=O)c3ccccc23)cc1,1
CCOc1ccc(NC(=O)N2CCN(c3nc4ccccc4s3)CC2)cc1,1
COc1ccc(-c2cc(C(=O)Nc3cc(C)n(Cc4ccc(Cl)cc4)n3)no2)cc1OC,1
O=C(C1CCC(CNc2nc(=S)[nH]c3ccccc23)CC1)N1CCN(c2ccccn2)CC1,1
CCCCOc1ccc(C(=O)Nc2cccc(C)n2)cc1,1
O=S(=O)(NCc1cn2ccsc2n1)c1ccc(Oc2ccccc2)cc1,1
Cc1nc(C)c(C(=O)Nc2ccc(Oc3ccccc3)cc2)o1,1
CCc1ccc(NC(=O)c2cc(C)on2)cc1,1
CCc1ccc(NC(=O)c2cc(C(C)C)on2)cc1,1
CC1CCN(c2nc3ccc(C(=O)O)cc3s2)CC1,1
COc1cc(NC(=O)Cc2nn(C)c(=O)c3ccccc23)cc(OC)c1,1
Cc1c(C(=O)Nc2ccc3c(c2)OCCO3)sc2nc(-c3ccccc3)cn12,1
O=C(Nc1ccc(F)cc1)N1CCN(c2nc3ccccc3s2)CC1,1
CC(=O)N1CCc2cc(S(=O)(=O)NC3CCCc4ccccc43)ccc21,1
COc1ccc(Cn2c(=O)[nH]c3cc(C(=O)N4CCN(Cc5ccccc5)CC4)ccc3c2=O)cc1,1
CCC(=O)N1CCc2cc(S(=O)(=O)Nc3ccc4c(c3)OCCO4)ccc21,1
CCOc1cccc2cc(-c3cn4cc(C)ccc4n3)c(=O)oc12,1
Cn1nc(CC(=O)Nc2ccc3c(c2)OCCO3)c2ccccc2c1=O,1
O=C(c1cc(-c2ccc(F)cc2)on1)N1CCCC1,1
O=C(C1CCN(c2nc3ccc(Br)cc3s2)CC1)N1CCC2(CC1)OCCO2,1
c1ccc(-c2noc(-c3ccc4ccccc4c3)n2)cc1,1
O=C(Nc1ccc(F)c(F)c1)c1ccc(F)c(S(=O)(=O)N2CCOCC2)c1,1
COc1cccc(-c2cc(C(=O)Nc3cc(C)n(Cc4ccc(Cl)cc4)n3)no2)c1,1
Cc1cc(NC(=O)c2cc(-c3ccco3)on2)nn1Cc1ccc(Cl)cc1,1
c1c2c(cc3sc(N4CCOCC4)nc13)OCCO2,1
CCN(CC)c1ccc2cc(NC(=O)CCC(=O)O)c(=O)oc2c1,1
c1c2c(cc3sc(N4CCCCC4)nc13)OCO2,1
O=C1c2ccccc2C(=O)C1c1nccc2ccccc12,1
CC(=O)N1CCc2cc(S(=O)(=O)Nc3cccc(C(F)(F)F)c3)ccc21,1
O=C(C1CCC1)N1CCc2cc(S(=O)(=O)Nc3ccc4c(c3)OCCO4)ccc21,1
O=C(Nc1cccnc1)c1noc2c1CCCCC2,1
CC(=O)N1CCc2cc(S(=O)(=O)NCCC3=CCCCC3)ccc21,1
CCOC(=O)N1CCC(NC(=O)C2CCN(c3nc(-c4ccc(OC)cc4)no3)CC2)CC1,1
COc1ccc(NS(=O)(=O)c2cccc(NC(=O)c3ccc(Cl)nc3)c2)cc1,1
COC(=O)c1ccc(NC(=O)C(=O)c2cccn2C)cc1,1
O=C(CSC(=S)N1CCCCC1)c1ccccc1,1
O=C(Nc1ccc(N2CCOCC2)nc1)c1ccc(C(F)(F)F)cc1,1
CC1CCc2nc(NC(=O)C3COc4ccccc4O3)sc2C1,1
Cc1cc(C)c2nc(NC(=O)c3ccc(OCC4CCCO4)cc3)sc2c1,1
Cc1nn(C)c(Cl)c1NC(=O)OCc1ccc(Cl)cc1Cl,1
O=c1[nH]c(O)c(/N=N/c2ccc3c(c2)OCCO3)c(=O)[nH]1,1
Cc1cc(C(=O)COC(=O)c2cccnc2Cl)c(C)n1CC1CCCO1,1
O=c1oc2ccccc2cc1-c1cn(-c2ccccc2)c(=S)[nH]1,1
Cc1ccc(C(=O)Nc2ncc3c(Cl)cccc3n2)cc1,1
Cc1cc(C(=O)COc2cccnc2[N+](=O)[O-])c(C)n1-c1ccccc1,1
O=C(Nc1cc(S(=O)(=O)N2CCCCC2)ccc1Cl)c1ccccc1NS(=O)(=O)c1ccc(F)cc1,1
COc1ccc(CC(=O)Nc2cccc(S(=O)(=O)N3CCCCCC3)c2)cc1OC,1
O=C(Nc1ccccc1)Nc1ncc([N+](=O)[O-])s1,1
COc1ccc(-c2nc3ccccc3[nH]2)cc1,1
c1ccc2c(c1)OCC(CNc1ncnc3sccc13)O2,1
OC1(c2ccc(OC(F)F)cc2)CS/C(=N\c2cccnc2)N1C1CC1,1
COc1ccc(C(=O)Nc2cccc(C)c2)cc1,1
CN(C)c1ncnc2c1ncn2C1OC(CO)C(O)C1O,1
CCCCN1C(C)=CC(=C2C(=O)c3ccccc3C2=O)C=C1C,1
Cc1ccc(CSc2nc3ccncc3[nH]2)cc1,1
N#CC(c1ccc(Cl)cc1)c1ccc2c(C(F)(F)F)cc(C(F)(F)F)nc2n1,1
COc1ccc(C(=O)NCCC2=CCCCC2)cc1,1
Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,1
Cc1cc(N2CCOCC2)n2ncc(-c3ccccc3)c2n1,1
CCc1ccc(NC(=O)c2ccc(C3SCC(=O)N3CCc3ccccc3)cc2)cc1,1
O=C(Cn1cnc2ccccc21)Nc1ccc(SC(F)F)cc1,1
O=C(c1ccc2c(=O)n(-c3ccccc3)c(=S)[nH]c2c1)N1CCCCC1,1
COc1ccc(C(=O)N2CCN(c3ccc([N+](=O)[O-])c(NCCc4ccc(OC)c(OC)c4)c3)CC2)cc1,1
Nc1ccc(-c2nc3ccc(C(=O)O)cc3s2)cc1,1
O=c1c2ccccc2nc2n1C(CSCc1cccc(C(F)(F)F)c1)CS2,1
COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1Cl,1
COc1cccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)c1,1
COc1ccc(N(C(=O)CCl)C(C(=O)NCCc2ccccc2)c2cccs2)cc1,1
Clc1ccc(-n2ncc3c(N4CCCCCC4)ncnc32)cc1,1
Cc1ccc(C2=NNC(c3cccc(F)c3)S2)cc1,1
CNC(=O)c1cccn(Cc2ccc(C(F)(F)F)cc2)c1=O,1
Cc1ccc(-n2[nH]c(=O)c(-c3ccccn3)c2C)cc1,1
O=C(Nc1nc2ccccc2[nH]1)c1ccc([N+](=O)[O-])cc1,1
CN(C)S(=O)(=O)Oc1cccc(C(=O)Nc2ccc(Cl)cc2)c1,1
Cc1ccc(-c2nc3ccc([N+](=O)[O-])cc3[nH]2)cc1,1
O=C(c1ccccc1)c1cnc(-c2ccccc2)s1,1
Cc1nc2ccccc2cc1OCc1ccc(F)cc1,1
O=C(c1ccccc1)c1cnc(-c2ccc(Cl)cc2)s1,1
N#Cc1c(Cl)nsc1NC(=O)c1ccccc1,1
O=C1c2ccccc2-c2nnc(-c3ccccc3)cc21,1
COc1ccc(-c2cc3c(nn2)-c2ccccc2C3=O)cc1,1
c1ccc2sc(NN=C3CCCCCC3)nc2c1,1
O=C(Nc1ccncc1)c1cccn(Cc2ccccc2)c1=O,1
N#CC(c1cccc(Cl)c1)c1ccc2c(C(F)(F)F)cc(C(F)(F)F)nc2n1,1
Clc1ccc(-c2nc3ccccn3c2CN2CCCCC2)cc1,1
COc1cccc(-c2nc3ccc(N4CCN(C)CC4)cc3[nH]2)c1,1
CC(=O)Nc1ccc(Nc2cc(C)nc3c(-c4ccccc4)cnn23)cc1,1
Cc1nc2ccccc2cc1OCc1ccccc1,1
CC/C(=N\CCc1c[nH]c2ccccc12)c1c(O)n(C)c(=O)n(C)c1=O,1
Clc1ccc2nc(-c3ccc(Br)s3)cn2c1,1
Cc1c(/N=N/c2c(-c3ccc([N+](=O)[O-])cc3)[nH]n(C(N)=S)c2=O)cccc1[N+](=O)[O-],1
Cc1ccc(NC(=O)c2cc3ccccc3oc2=O)cc1S(=O)(=O)N(C)C,1
Cc1cc(-c2cn3ccccc3n2)c(C)n1-c1ccccc1,1
Cc1cnc(NC(=O)C2COc3ccccc3O2)s1,1
COc1ccc(CN(C)C(C)C(=O)Nc2ccc(S(=O)(=O)N3CCCC3)cc2)c(OC)c1OC,1
O=c1oc2ccccc2cc1-c1cn2ccccc2n1,1
COc1ccc(-c2nc(-c3ccc(Br)o3)no2)cc1,1
CNC(=O)Oc1cccc(-c2cn3cc(Cl)ccc3n2)c1,1
Oc1ccc(-c2cn3cc(C(F)(F)F)ccc3n2)cc1,1
Cc1ccc(C(=O)Nc2cc3ccccc3oc2=O)cc1,1
COc1ccc2cc(-c3cc(C(=O)OCC(=O)NC4CCS(=O)(=O)C4)c4ccccc4n3)ccc2c1,1
Cc1cc(C(=O)COC(=O)c2n[nH]c3ccccc23)c(C)n1CC1CCCO1,1
Oc1ccc(/N=N/c2ccc3c(c2)OCCO3)c2cccnc12,1
